id,location_id,village_id,source_year,population,households,male_population,female_population,workers,main_workers,marginal_workers,literacy_rate,sc_population,other_available_indicators,source_id,confidence,data_status
DEMO-035445-2011,LOC-VIL-035445,VIL-PB-035445,2011,457,79,249,208,149,148,1,65.43,147,"{""agricultural_laborers"": 40, ""cultivators"": 89, ""household_industry_workers"": 0, ""other_workers"": 19, ""children_0_6"": 63, ""non_working_population"": 308, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 0}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035446-2011,LOC-VIL-035446,VIL-PB-035446,2011,1561,298,818,743,529,433,96,60.28,448,"{""agricultural_laborers"": 96, ""cultivators"": 252, ""household_industry_workers"": 10, ""other_workers"": 75, ""children_0_6"": 166, ""non_working_population"": 1032, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 92}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035447-2011,LOC-VIL-035447,VIL-PB-035447,2011,1157,214,630,527,359,326,33,65.43,338,"{""agricultural_laborers"": 50, ""cultivators"": 169, ""household_industry_workers"": 1, ""other_workers"": 106, ""children_0_6"": 116, ""non_working_population"": 798, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 28}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035448-2011,LOC-VIL-035448,VIL-PB-035448,2011,681,133,365,316,231,210,21,61.53,180,"{""agricultural_laborers"": 58, ""cultivators"": 80, ""household_industry_workers"": 1, ""other_workers"": 71, ""children_0_6"": 63, ""non_working_population"": 450, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 10}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035449-2011,LOC-VIL-035449,VIL-PB-035449,2011,2790,541,1466,1324,899,823,76,65.09,875,"{""agricultural_laborers"": 313, ""cultivators"": 276, ""household_industry_workers"": 13, ""other_workers"": 221, ""children_0_6"": 292, ""non_working_population"": 1891, ""marginal_cultivators"": 4, ""marginal_agri_labourers"": 55}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035450-2011,LOC-VIL-035450,VIL-PB-035450,2011,1511,239,790,721,531,318,213,49.04,578,"{""agricultural_laborers"": 66, ""cultivators"": 190, ""household_industry_workers"": 0, ""other_workers"": 62, ""children_0_6"": 193, ""non_working_population"": 980, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 202}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035451-2011,LOC-VIL-035451,VIL-PB-035451,2011,1597,312,825,772,531,425,106,50.22,1041,"{""agricultural_laborers"": 99, ""cultivators"": 75, ""household_industry_workers"": 9, ""other_workers"": 242, ""children_0_6"": 210, ""non_working_population"": 1066, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 38}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035452-2011,LOC-VIL-035452,VIL-PB-035452,2011,25,5,13,12,11,11,0,72.0,0,"{""agricultural_laborers"": 0, ""cultivators"": 7, ""household_industry_workers"": 0, ""other_workers"": 4, ""children_0_6"": 3, ""non_working_population"": 14, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 0}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035453-2011,LOC-VIL-035453,VIL-PB-035453,2011,2234,450,1159,1075,838,668,170,60.43,746,"{""agricultural_laborers"": 106, ""cultivators"": 281, ""household_industry_workers"": 5, ""other_workers"": 276, ""children_0_6"": 227, ""non_working_population"": 1396, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 39}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035454-2011,LOC-VIL-035454,VIL-PB-035454,2011,3381,656,1802,1579,1308,944,364,51.55,1621,"{""agricultural_laborers"": 250, ""cultivators"": 394, ""household_industry_workers"": 7, ""other_workers"": 293, ""children_0_6"": 376, ""non_working_population"": 2073, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 301}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035455-2011,LOC-VIL-035455,VIL-PB-035455,2011,1526,293,780,746,630,469,161,56.03,689,"{""agricultural_laborers"": 174, ""cultivators"": 228, ""household_industry_workers"": 1, ""other_workers"": 66, ""children_0_6"": 169, ""non_working_population"": 896, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 154}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035456-2011,LOC-VIL-035456,VIL-PB-035456,2011,44,9,28,16,19,19,0,68.18,0,"{""agricultural_laborers"": 0, ""cultivators"": 17, ""household_industry_workers"": 0, ""other_workers"": 2, ""children_0_6"": 3, ""non_working_population"": 25, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 0}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035457-2011,LOC-VIL-035457,VIL-PB-035457,2011,2812,538,1488,1324,981,880,101,60.31,1658,"{""agricultural_laborers"": 319, ""cultivators"": 163, ""household_industry_workers"": 28, ""other_workers"": 370, ""children_0_6"": 293, ""non_working_population"": 1831, ""marginal_cultivators"": 5, ""marginal_agri_labourers"": 63}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035458-2011,LOC-VIL-035458,VIL-PB-035458,2011,2806,536,1499,1307,1298,1024,274,58.05,995,"{""agricultural_laborers"": 397, ""cultivators"": 441, ""household_industry_workers"": 26, ""other_workers"": 160, ""children_0_6"": 295, ""non_working_population"": 1508, ""marginal_cultivators"": 170, ""marginal_agri_labourers"": 64}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035459-2011,LOC-VIL-035459,VIL-PB-035459,2011,8024,1454,4212,3812,2954,2601,353,51.57,3497,"{""agricultural_laborers"": 1012, ""cultivators"": 1047, ""household_industry_workers"": 39, ""other_workers"": 503, ""children_0_6"": 871, ""non_working_population"": 5070, ""marginal_cultivators"": 16, ""marginal_agri_labourers"": 206}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035460-2011,LOC-VIL-035460,VIL-PB-035460,2011,1499,274,773,726,458,257,201,56.57,886,"{""agricultural_laborers"": 45, ""cultivators"": 167, ""household_industry_workers"": 1, ""other_workers"": 44, ""children_0_6"": 176, ""non_working_population"": 1041, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 192}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035321-2011,LOC-VIL-035321,VIL-PB-035321,2011,4194,785,2255,1939,1683,1358,325,55.6,1779,"{""agricultural_laborers"": 476, ""cultivators"": 658, ""household_industry_workers"": 6, ""other_workers"": 218, ""children_0_6"": 443, ""non_working_population"": 2511, ""marginal_cultivators"": 10, ""marginal_agri_labourers"": 278}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035322-2011,LOC-VIL-035322,VIL-PB-035322,2011,3471,665,1833,1638,1264,1246,18,55.75,1346,"{""agricultural_laborers"": 422, ""cultivators"": 610, ""household_industry_workers"": 1, ""other_workers"": 213, ""children_0_6"": 351, ""non_working_population"": 2207, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 14}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035323-2011,LOC-VIL-035323,VIL-PB-035323,2011,4091,745,2185,1906,1329,1214,115,58.08,1496,"{""agricultural_laborers"": 411, ""cultivators"": 595, ""household_industry_workers"": 8, ""other_workers"": 200, ""children_0_6"": 400, ""non_working_population"": 2762, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 94}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035324-2011,LOC-VIL-035324,VIL-PB-035324,2011,3382,648,1758,1624,1286,1191,95,55.88,1460,"{""agricultural_laborers"": 451, ""cultivators"": 496, ""household_industry_workers"": 13, ""other_workers"": 231, ""children_0_6"": 383, ""non_working_population"": 2096, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 44}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035325-2011,LOC-VIL-035325,VIL-PB-035325,2011,2744,530,1416,1328,1079,937,142,60.79,872,"{""agricultural_laborers"": 276, ""cultivators"": 330, ""household_industry_workers"": 5, ""other_workers"": 326, ""children_0_6"": 268, ""non_working_population"": 1665, ""marginal_cultivators"": 10, ""marginal_agri_labourers"": 85}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035326-2011,LOC-VIL-035326,VIL-PB-035326,2011,5646,1071,2954,2692,2967,1742,1225,54.14,1915,"{""agricultural_laborers"": 514, ""cultivators"": 748, ""household_industry_workers"": 33, ""other_workers"": 447, ""children_0_6"": 640, ""non_working_population"": 2679, ""marginal_cultivators"": 637, ""marginal_agri_labourers"": 501}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035327-2011,LOC-VIL-035327,VIL-PB-035327,2011,3458,734,1816,1642,1254,782,472,42.08,2405,"{""agricultural_laborers"": 391, ""cultivators"": 196, ""household_industry_workers"": 15, ""other_workers"": 180, ""children_0_6"": 493, ""non_working_population"": 2204, ""marginal_cultivators"": 6, ""marginal_agri_labourers"": 425}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035328-2011,LOC-VIL-035328,VIL-PB-035328,2011,1501,271,779,722,675,520,155,51.5,972,"{""agricultural_laborers"": 325, ""cultivators"": 173, ""household_industry_workers"": 0, ""other_workers"": 22, ""children_0_6"": 196, ""non_working_population"": 826, ""marginal_cultivators"": 11, ""marginal_agri_labourers"": 144}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035329-2011,LOC-VIL-035329,VIL-PB-035329,2011,3326,670,1725,1601,1189,1173,16,55.83,1456,"{""agricultural_laborers"": 524, ""cultivators"": 494, ""household_industry_workers"": 0, ""other_workers"": 155, ""children_0_6"": 400, ""non_working_population"": 2137, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 12}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035330-2011,LOC-VIL-035330,VIL-PB-035330,2011,4779,964,2531,2248,1613,1356,257,54.59,1829,"{""agricultural_laborers"": 395, ""cultivators"": 533, ""household_industry_workers"": 49, ""other_workers"": 379, ""children_0_6"": 538, ""non_working_population"": 3166, ""marginal_cultivators"": 4, ""marginal_agri_labourers"": 221}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035331-2011,LOC-VIL-035331,VIL-PB-035331,2011,2640,496,1430,1210,865,800,65,61.44,456,"{""agricultural_laborers"": 145, ""cultivators"": 549, ""household_industry_workers"": 15, ""other_workers"": 91, ""children_0_6"": 259, ""non_working_population"": 1775, ""marginal_cultivators"": 35, ""marginal_agri_labourers"": 23}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035332-2011,LOC-VIL-035332,VIL-PB-035332,2011,5940,1135,3134,2806,2348,1728,620,55.3,2239,"{""agricultural_laborers"": 450, ""cultivators"": 891, ""household_industry_workers"": 28, ""other_workers"": 359, ""children_0_6"": 645, ""non_working_population"": 3592, ""marginal_cultivators"": 38, ""marginal_agri_labourers"": 522}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035333-2011,LOC-VIL-035333,VIL-PB-035333,2011,4088,794,2173,1915,1765,1160,605,52.42,1474,"{""agricultural_laborers"": 308, ""cultivators"": 538, ""household_industry_workers"": 13, ""other_workers"": 301, ""children_0_6"": 443, ""non_working_population"": 2323, ""marginal_cultivators"": 175, ""marginal_agri_labourers"": 352}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035334-2011,LOC-VIL-035334,VIL-PB-035334,2011,2393,433,1260,1133,911,791,120,56.71,735,"{""agricultural_laborers"": 204, ""cultivators"": 493, ""household_industry_workers"": 8, ""other_workers"": 86, ""children_0_6"": 282, ""non_working_population"": 1482, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 93}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035335-2011,LOC-VIL-035335,VIL-PB-035335,2011,13135,2456,6947,6188,5510,4304,1206,58.28,4868,"{""agricultural_laborers"": 1222, ""cultivators"": 1624, ""household_industry_workers"": 59, ""other_workers"": 1399, ""children_0_6"": 1494, ""non_working_population"": 7625, ""marginal_cultivators"": 402, ""marginal_agri_labourers"": 566}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035336-2011,LOC-VIL-035336,VIL-PB-035336,2011,2217,446,1107,1110,951,630,321,55.53,732,"{""agricultural_laborers"": 103, ""cultivators"": 363, ""household_industry_workers"": 14, ""other_workers"": 150, ""children_0_6"": 189, ""non_working_population"": 1266, ""marginal_cultivators"": 100, ""marginal_agri_labourers"": 75}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035337-2011,LOC-VIL-035337,VIL-PB-035337,2011,2700,536,1447,1253,984,887,97,52.74,1058,"{""agricultural_laborers"": 286, ""cultivators"": 383, ""household_industry_workers"": 3, ""other_workers"": 215, ""children_0_6"": 257, ""non_working_population"": 1716, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 27}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035338-2011,LOC-VIL-035338,VIL-PB-035338,2011,7334,1344,3841,3493,2421,2292,129,56.95,2124,"{""agricultural_laborers"": 554, ""cultivators"": 1234, ""household_industry_workers"": 26, ""other_workers"": 478, ""children_0_6"": 667, ""non_working_population"": 4913, ""marginal_cultivators"": 26, ""marginal_agri_labourers"": 38}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035339-2011,LOC-VIL-035339,VIL-PB-035339,2011,8703,1591,4516,4187,3275,3176,99,52.94,3015,"{""agricultural_laborers"": 963, ""cultivators"": 1731, ""household_industry_workers"": 37, ""other_workers"": 445, ""children_0_6"": 999, ""non_working_population"": 5428, ""marginal_cultivators"": 4, ""marginal_agri_labourers"": 58}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035340-2011,LOC-VIL-035340,VIL-PB-035340,2011,8451,1530,4530,3921,3769,2979,790,55.77,2181,"{""agricultural_laborers"": 836, ""cultivators"": 1650, ""household_industry_workers"": 38, ""other_workers"": 455, ""children_0_6"": 789, ""non_working_population"": 4682, ""marginal_cultivators"": 508, ""marginal_agri_labourers"": 177}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035341-2011,LOC-VIL-035341,VIL-PB-035341,2011,1578,322,853,725,599,597,2,59.0,387,"{""agricultural_laborers"": 156, ""cultivators"": 380, ""household_industry_workers"": 5, ""other_workers"": 56, ""children_0_6"": 161, ""non_working_population"": 979, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 2}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035342-2011,LOC-VIL-035342,VIL-PB-035342,2011,3903,727,2037,1866,1460,1394,66,55.5,1561,"{""agricultural_laborers"": 675, ""cultivators"": 538, ""household_industry_workers"": 16, ""other_workers"": 165, ""children_0_6"": 359, ""non_working_population"": 2443, ""marginal_cultivators"": 5, ""marginal_agri_labourers"": 60}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035343-2011,LOC-VIL-035343,VIL-PB-035343,2011,3030,565,1590,1440,1089,1009,80,56.17,950,"{""agricultural_laborers"": 186, ""cultivators"": 494, ""household_industry_workers"": 39, ""other_workers"": 290, ""children_0_6"": 335, ""non_working_population"": 1941, ""marginal_cultivators"": 39, ""marginal_agri_labourers"": 15}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035344-2011,LOC-VIL-035344,VIL-PB-035344,2011,3918,726,2097,1821,1433,1228,205,53.37,1622,"{""agricultural_laborers"": 332, ""cultivators"": 520, ""household_industry_workers"": 12, ""other_workers"": 364, ""children_0_6"": 423, ""non_working_population"": 2485, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 24}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035345-2011,LOC-VIL-035345,VIL-PB-035345,2011,2846,506,1481,1365,841,733,108,53.9,1299,"{""agricultural_laborers"": 159, ""cultivators"": 439, ""household_industry_workers"": 11, ""other_workers"": 124, ""children_0_6"": 308, ""non_working_population"": 2005, ""marginal_cultivators"": 8, ""marginal_agri_labourers"": 21}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035346-2011,LOC-VIL-035346,VIL-PB-035346,2011,7312,1432,3869,3443,2605,2041,564,57.88,2871,"{""agricultural_laborers"": 697, ""cultivators"": 943, ""household_industry_workers"": 28, ""other_workers"": 373, ""children_0_6"": 779, ""non_working_population"": 4707, ""marginal_cultivators"": 10, ""marginal_agri_labourers"": 301}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035347-2011,LOC-VIL-035347,VIL-PB-035347,2011,2803,546,1468,1335,1066,802,264,53.05,1250,"{""agricultural_laborers"": 200, ""cultivators"": 420, ""household_industry_workers"": 1, ""other_workers"": 181, ""children_0_6"": 331, ""non_working_population"": 1737, ""marginal_cultivators"": 18, ""marginal_agri_labourers"": 126}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035348-2011,LOC-VIL-035348,VIL-PB-035348,2011,3169,570,1667,1502,1226,1199,27,53.71,1097,"{""agricultural_laborers"": 553, ""cultivators"": 465, ""household_industry_workers"": 4, ""other_workers"": 177, ""children_0_6"": 349, ""non_working_population"": 1943, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 19}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035349-2011,LOC-VIL-035349,VIL-PB-035349,2011,1669,318,888,781,455,449,6,55.42,766,"{""agricultural_laborers"": 202, ""cultivators"": 194, ""household_industry_workers"": 2, ""other_workers"": 51, ""children_0_6"": 197, ""non_working_population"": 1214, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 6}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035350-2011,LOC-VIL-035350,VIL-PB-035350,2011,2551,475,1354,1197,895,822,73,58.72,733,"{""agricultural_laborers"": 141, ""cultivators"": 497, ""household_industry_workers"": 4, ""other_workers"": 180, ""children_0_6"": 274, ""non_working_population"": 1656, ""marginal_cultivators"": 7, ""marginal_agri_labourers"": 6}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035351-2011,LOC-VIL-035351,VIL-PB-035351,2011,3815,756,2035,1780,2017,1580,437,56.8,1962,"{""agricultural_laborers"": 382, ""cultivators"": 503, ""household_industry_workers"": 23, ""other_workers"": 672, ""children_0_6"": 468, ""non_working_population"": 1798, ""marginal_cultivators"": 46, ""marginal_agri_labourers"": 253}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035352-2011,LOC-VIL-035352,VIL-PB-035352,2011,2474,462,1301,1173,993,839,154,52.59,980,"{""agricultural_laborers"": 307, ""cultivators"": 412, ""household_industry_workers"": 8, ""other_workers"": 112, ""children_0_6"": 325, ""non_working_population"": 1481, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 144}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035353-2011,LOC-VIL-035353,VIL-PB-035353,2011,939,179,492,447,326,298,28,64.11,343,"{""agricultural_laborers"": 108, ""cultivators"": 123, ""household_industry_workers"": 6, ""other_workers"": 61, ""children_0_6"": 89, ""non_working_population"": 613, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 11}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035354-2011,LOC-VIL-035354,VIL-PB-035354,2011,1982,342,1036,946,627,621,6,47.07,842,"{""agricultural_laborers"": 247, ""cultivators"": 291, ""household_industry_workers"": 10, ""other_workers"": 73, ""children_0_6"": 230, ""non_working_population"": 1355, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 5}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035355-2011,LOC-VIL-035355,VIL-PB-035355,2011,945,172,502,443,313,226,87,52.17,424,"{""agricultural_laborers"": 60, ""cultivators"": 129, ""household_industry_workers"": 0, ""other_workers"": 37, ""children_0_6"": 116, ""non_working_population"": 632, ""marginal_cultivators"": 6, ""marginal_agri_labourers"": 75}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035356-2011,LOC-VIL-035356,VIL-PB-035356,2011,5228,1047,2806,2422,2205,1703,502,53.0,2375,"{""agricultural_laborers"": 587, ""cultivators"": 710, ""household_industry_workers"": 4, ""other_workers"": 402, ""children_0_6"": 546, ""non_working_population"": 3023, ""marginal_cultivators"": 6, ""marginal_agri_labourers"": 155}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035357-2011,LOC-VIL-035357,VIL-PB-035357,2011,2753,499,1451,1302,862,857,5,54.34,1287,"{""agricultural_laborers"": 410, ""cultivators"": 388, ""household_industry_workers"": 4, ""other_workers"": 55, ""children_0_6"": 327, ""non_working_population"": 1891, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 1}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035358-2011,LOC-VIL-035358,VIL-PB-035358,2011,13070,2468,6825,6245,4715,4250,465,55.52,5360,"{""agricultural_laborers"": 1558, ""cultivators"": 1688, ""household_industry_workers"": 37, ""other_workers"": 967, ""children_0_6"": 1573, ""non_working_population"": 8355, ""marginal_cultivators"": 27, ""marginal_agri_labourers"": 92}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035359-2011,LOC-VIL-035359,VIL-PB-035359,2011,1984,392,1054,930,665,603,62,53.78,723,"{""agricultural_laborers"": 229, ""cultivators"": 323, ""household_industry_workers"": 9, ""other_workers"": 42, ""children_0_6"": 212, ""non_working_population"": 1319, ""marginal_cultivators"": 7, ""marginal_agri_labourers"": 44}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035360-2011,LOC-VIL-035360,VIL-PB-035360,2011,1476,258,745,731,442,436,6,49.46,828,"{""agricultural_laborers"": 226, ""cultivators"": 185, ""household_industry_workers"": 0, ""other_workers"": 25, ""children_0_6"": 167, ""non_working_population"": 1034, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 4}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035361-2011,LOC-VIL-035361,VIL-PB-035361,2011,2109,401,1094,1015,674,658,16,58.46,992,"{""agricultural_laborers"": 207, ""cultivators"": 259, ""household_industry_workers"": 0, ""other_workers"": 192, ""children_0_6"": 268, ""non_working_population"": 1435, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 9}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035362-2011,LOC-VIL-035362,VIL-PB-035362,2011,2070,392,1097,973,815,649,166,52.32,711,"{""agricultural_laborers"": 248, ""cultivators"": 245, ""household_industry_workers"": 14, ""other_workers"": 142, ""children_0_6"": 261, ""non_working_population"": 1255, ""marginal_cultivators"": 7, ""marginal_agri_labourers"": 146}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035364-2011,LOC-VIL-035364,VIL-PB-035364,2011,2960,600,1564,1396,1121,972,149,51.52,1445,"{""agricultural_laborers"": 414, ""cultivators"": 375, ""household_industry_workers"": 13, ""other_workers"": 170, ""children_0_6"": 370, ""non_working_population"": 1839, ""marginal_cultivators"": 27, ""marginal_agri_labourers"": 106}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035365-2011,LOC-VIL-035365,VIL-PB-035365,2011,3639,710,1885,1754,1190,1110,80,56.86,1465,"{""agricultural_laborers"": 260, ""cultivators"": 476, ""household_industry_workers"": 9, ""other_workers"": 365, ""children_0_6"": 411, ""non_working_population"": 2449, ""marginal_cultivators"": 30, ""marginal_agri_labourers"": 37}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035227-2011,LOC-VIL-035227,VIL-PB-035227,2011,3123,596,1646,1477,1379,1205,174,55.97,1082,"{""agricultural_laborers"": 372, ""cultivators"": 434, ""household_industry_workers"": 2, ""other_workers"": 397, ""children_0_6"": 343, ""non_working_population"": 1744, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 153}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035228-2011,LOC-VIL-035228,VIL-PB-035228,2011,4277,821,2239,2038,1728,1332,396,47.7,2204,"{""agricultural_laborers"": 685, ""cultivators"": 496, ""household_industry_workers"": 5, ""other_workers"": 146, ""children_0_6"": 460, ""non_working_population"": 2549, ""marginal_cultivators"": 50, ""marginal_agri_labourers"": 331}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035229-2011,LOC-VIL-035229,VIL-PB-035229,2011,3117,606,1656,1461,1402,1274,128,53.32,1059,"{""agricultural_laborers"": 562, ""cultivators"": 513, ""household_industry_workers"": 43, ""other_workers"": 156, ""children_0_6"": 362, ""non_working_population"": 1715, ""marginal_cultivators"": 7, ""marginal_agri_labourers"": 87}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035230-2011,LOC-VIL-035230,VIL-PB-035230,2011,2083,387,1125,958,1060,862,198,49.78,809,"{""agricultural_laborers"": 454, ""cultivators"": 347, ""household_industry_workers"": 0, ""other_workers"": 61, ""children_0_6"": 242, ""non_working_population"": 1023, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 191}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035231-2011,LOC-VIL-035231,VIL-PB-035231,2011,2686,523,1411,1275,1105,701,404,51.34,1258,"{""agricultural_laborers"": 206, ""cultivators"": 391, ""household_industry_workers"": 6, ""other_workers"": 98, ""children_0_6"": 292, ""non_working_population"": 1581, ""marginal_cultivators"": 5, ""marginal_agri_labourers"": 379}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035232-2011,LOC-VIL-035232,VIL-PB-035232,2011,2527,545,1343,1184,909,828,81,52.71,1003,"{""agricultural_laborers"": 319, ""cultivators"": 334, ""household_industry_workers"": 14, ""other_workers"": 161, ""children_0_6"": 301, ""non_working_population"": 1618, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 61}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035233-2011,LOC-VIL-035233,VIL-PB-035233,2011,2015,381,1069,946,735,534,201,54.94,1033,"{""agricultural_laborers"": 216, ""cultivators"": 215, ""household_industry_workers"": 14, ""other_workers"": 89, ""children_0_6"": 226, ""non_working_population"": 1280, ""marginal_cultivators"": 16, ""marginal_agri_labourers"": 153}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035234-2011,LOC-VIL-035234,VIL-PB-035234,2011,2351,428,1241,1110,892,731,161,56.61,720,"{""agricultural_laborers"": 228, ""cultivators"": 426, ""household_industry_workers"": 4, ""other_workers"": 73, ""children_0_6"": 258, ""non_working_population"": 1459, ""marginal_cultivators"": 6, ""marginal_agri_labourers"": 153}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035235-2011,LOC-VIL-035235,VIL-PB-035235,2011,1494,306,801,693,422,413,9,53.41,682,"{""agricultural_laborers"": 140, ""cultivators"": 153, ""household_industry_workers"": 5, ""other_workers"": 115, ""children_0_6"": 153, ""non_working_population"": 1072, ""marginal_cultivators"": 3, ""marginal_agri_labourers"": 4}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035236-2011,LOC-VIL-035236,VIL-PB-035236,2011,1368,274,716,652,611,585,26,51.46,457,"{""agricultural_laborers"": 307, ""cultivators"": 192, ""household_industry_workers"": 50, ""other_workers"": 36, ""children_0_6"": 147, ""non_working_population"": 757, ""marginal_cultivators"": 9, ""marginal_agri_labourers"": 8}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035237-2011,LOC-VIL-035237,VIL-PB-035237,2011,2251,443,1176,1075,745,607,138,47.49,1653,"{""agricultural_laborers"": 420, ""cultivators"": 99, ""household_industry_workers"": 5, ""other_workers"": 83, ""children_0_6"": 314, ""non_working_population"": 1506, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 49}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035238-2011,LOC-VIL-035238,VIL-PB-035238,2011,2025,373,1095,930,681,666,15,60.74,569,"{""agricultural_laborers"": 169, ""cultivators"": 371, ""household_industry_workers"": 2, ""other_workers"": 124, ""children_0_6"": 206, ""non_working_population"": 1344, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 4}",SRC-GOI-CENSUS-2011,0.99,official
